Product Name,Price,Rating,Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount,Seller,Return Policy,Product URL,Popularity,Price_Category
"Mittal, Taneja and Bajwa Placeat Plus Lighting 3",0.05168240420341473,0.8500000000000001,0.979277204925418,0.3825125628140703,0.09199837530463038,3,8,0.6857142857142857,4,1,"https://www.flipkart.com/Mittal,-Taneja-and-Bajwa-Placeat-Plus-Lighting-3-3897",0.9287419610251106,1
"Dara, Oommen and Golla Neque Lite Decor 4",0.06514839929549071,0.7999999999999998,0.19331264390829914,0.4457286432160804,0.28066612510154343,3,1,1.0,1,1,"https://www.flipkart.com/Dara,-Oommen-and-Golla-Neque-Lite-Decor-4-9285",0.17950344181236463,1
Sandhu Ltd Et Ultra Jeans 1,0.09436900878612997,0.75,0.22124336770447492,0.3228140703517588,0.009545085296506904,2,5,0.19999999999999998,1,0,https://www.flipkart.com/Sandhu-Ltd-Et-Ultra-Jeans-1-5095,0.20094003490288592,3
Pathak-Balay Tempore Plus Shoes 4,0.03353859170252639,0.6499999999999999,0.7845630193212534,0.08040201005025126,0.012388302193338748,2,11,1.0,4,1,https://www.flipkart.com/Pathak-Balay-Tempore-Plus-Shoes-4-7542,0.6806911094593284,5
"Bedi, Gupta and Mukherjee Animi Lite Lighting 2",0.12202327919316615,0.9500000000000002,0.5969566523175494,0.04633165829145729,0.044272948822095856,3,8,0.0,3,0,"https://www.flipkart.com/Bedi,-Gupta-and-Mukherjee-Animi-Lite-Lighting-2-1883",0.5903273761432312,3
"Dua, Badami and Korpal Repellendus Ultra ACs 12",0.07884458130834023,0.7999999999999998,0.03383722094303734,0.0002010050251256279,0.005077173030056864,0,0,0.7,6,1,"https://www.flipkart.com/Dua,-Badami-and-Korpal-Repellendus-Ultra-ACs-12-6351",0.03149339107391009,1
"Varma, Yohannan and Thakkar Autem Lite Microwaves 13",0.017896119649980974,0.7999999999999998,0.4583041345480028,0.12834170854271357,0.049756295694557265,0,9,0.34285714285714286,7,1,"https://www.flipkart.com/Varma,-Yohannan-and-Thakkar-Autem-Lite-Microwaves-13-8555",0.42544355750896806,2
Gopal and Sons Atque Pro Kitchenware 5,0.08258691553782192,0.3999999999999999,0.7103814195615177,0.9521608040201005,0.5209179528838342,3,6,0.6142857142857142,5,0,https://www.flipkart.com/Gopal-and-Sons-Atque-Pro-Kitchenware-5-6511,0.5445577351905115,3
"Mahal, Sahota and Dutt Similique Lite Lighting 14",0.12328141754349561,0.5,0.24707177895685253,0.18020100502512565,0.14662875710804224,3,8,0.07142857142857142,4,1,"https://www.flipkart.com/Mahal,-Sahota-and-Dutt-Similique-Lite-Lighting-14-5791",0.19935445819733055,3
"Nanda, Choudhary and Reddy Accusantium Pro Kitchenware 11",0.013369150359317248,0.3999999999999999,0.7510261287416158,0.5305527638190954,0.3744922826969943,3,6,0.9714285714285714,7,0,"https://www.flipkart.com/Nanda,-Choudhary-and-Reddy-Accusantium-Pro-Kitchenware-11-4570",0.5757198720227514,2
Raj-Mukhopadhyay Amet Pro Smartphones 6,0.5142186296341832,0.7000000000000002,0.16007608369206128,0.3307537688442211,0.18887083671811533,1,12,0.34285714285714286,5,1,https://www.flipkart.com/Raj-Mukhopadhyay-Amet-Pro-Smartphones-6-9097,0.14215250622111625,0
Chander-Brahmbhatt Numquam Pro Headphones 7,0.12089936635760135,0.0,0.8080888977875663,0.7957788944723618,0.7313160032493907,1,4,0.0,2,1,https://www.flipkart.com/Chander-Brahmbhatt-Numquam-Pro-Headphones-7-5816,0.4888585463594351,3
Jaggi Ltd Dolor Pro Refrigerators 3,0.08517393868090248,0.10000000000000009,0.03063369706677345,0.9607035175879397,0.3131600324939074,0,10,0.5714285714285714,4,1,https://www.flipkart.com/Jaggi-Ltd-Dolor-Pro-Refrigerators-3-1259,0.01955611931616198,3
Karan Inc Numquam Plus Microwaves 3,0.0563833888638033,0.44999999999999996,0.4579036940634698,0.8066331658291457,0.3665718927701056,0,9,0.6428571428571428,2,1,https://www.flipkart.com/Karan-Inc-Numquam-Plus-Microwaves-3-7151,0.3602450473451184,1
"Toor, Rastogi and Edwin Voluptatibus Pro ACs 3",0.14034704944373302,0.0,0.19381319451396536,0.16783919597989952,0.08042242079610072,0,0,0.5285714285714286,3,0,"https://www.flipkart.com/Toor,-Rastogi-and-Edwin-Voluptatibus-Pro-ACs-3-2945",0.11704585851404194,3
Malhotra and Sons Aspernatur Plus Shoes 14,0.10922070264146017,0.6499999999999999,0.17359095004504954,0.7285427135678392,0.5056864337936636,2,11,0.3857142857142857,4,0,https://www.flipkart.com/Malhotra-and-Sons-Aspernatur-Plus-Shoes-14-3362,0.1506257473418867,3
Sachdeva-Varma Optio Ultra ACs 12,0.08854214388059735,0.25,0.7690459505456002,0.013969849246231156,0.0034524776604386675,0,0,0.7999999999999999,0,0,https://www.flipkart.com/Sachdeva-Varma-Optio-Ultra-ACs-12-9601,0.5429196425685938,3
"Guha, Ben and Kapoor Ducimus Plus Decor 10",0.12329354321069841,0.5499999999999998,0.3158474321753929,0.17668341708542715,0.15353371242891958,3,1,0.0,4,1,"https://www.flipkart.com/Guha,-Ben-and-Kapoor-Ducimus-Plus-Decor-10-3237",0.2612545648450376,3
"Reddy, Dhillon and Ganesan Soluta Lite Smartwatches 4",0.14945567398112075,0.5499999999999998,0.6704374812293523,0.6317587939698492,0.5948415922014622,1,13,0.3857142857142857,3,1,"https://www.flipkart.com/Reddy,-Dhillon-and-Ganesan-Soluta-Lite-Smartwatches-4-6372",0.5545801958439711,3
Patla-Swamy Quos Plus Decor 13,0.07316222062884352,1.0,0.9372309540494544,0.5629145728643216,0.4392770105605199,3,1,0.7428571428571429,7,1,https://www.flipkart.com/Patla-Swamy-Quos-Plus-Decor-13-2759,0.9456662249943444,1
Dara Inc Quasi Plus Lighting 8,0.08178822755107376,0.6000000000000001,0.2762038242066273,0.8058291457286432,0.22075548334687245,3,8,0.3857142857142857,6,1,https://www.flipkart.com/Dara-Inc-Quasi-Plus-Lighting-8-5770,0.23405535985521764,3
Deep-Sawhney Aut Ultra Microwaves 5,0.0851107808182866,0.5499999999999998,0.5756331965161678,0.11688442211055278,0.09768480909829406,0,9,0.6714285714285714,0,0,https://www.flipkart.com/Deep-Sawhney-Aut-Ultra-Microwaves-5-8996,0.47615575412855893,3
Dhar LLC Quidem Pro Decor 3,0.06912907114257433,0.8500000000000001,0.6143758133947342,0.7784924623115578,0.23842404549147034,3,1,0.34285714285714286,0,0,https://www.flipkart.com/Dhar-LLC-Quidem-Pro-Decor-3-3840,0.5827125682706913,1
"Yohannan, Ramachandran and Choudhary Id Pro Furniture 8",0.09332632186033753,0.3500000000000001,0.31544699169085993,0.2899497487437186,0.09748172217709179,3,3,0.3,5,1,"https://www.flipkart.com/Yohannan,-Ramachandran-and-Choudhary-Id-Pro-Furniture-8-4082",0.23537633713602432,3
Andra LLC Veritatis Lite Headphones 8,0.11356739297271813,0.30000000000000004,0.006006607267994794,0.04723618090452261,0.025995125913891144,1,4,0.3,6,0,https://www.flipkart.com/Andra-LLC-Veritatis-Lite-Headphones-8-5369,0.004229551110105678,3
Nagarajan Inc Doloremque Ultra Refrigerators 5,0.2268919112404373,0.1499999999999999,0.876564220642707,0.9374874371859296,0.14256701868399674,0,10,0.2571428571428571,2,1,https://www.flipkart.com/Nagarajan-Inc-Doloremque-Ultra-Refrigerators-5-8624,0.5834296125133309,4
"Sharma, Sachdev and Bali Ducimus Pro T-Shirts 4",0.0031831883968125394,0.9500000000000002,0.3927320052057263,0.9338693467336684,0.17038992688870835,2,14,0.14285714285714285,0,1,"https://www.flipkart.com/Sharma,-Sachdev-and-Bali-Ducimus-Pro-T-Shirts-4-4054",0.3884238761593899,6
Lad Ltd Alias Ultra Refrigerators 5,0.15792091543487422,0.1499999999999999,0.5010511562718991,0.48321608040201003,0.4750203086921202,0,10,0.7571428571428571,1,1,https://www.flipkart.com/Lad-Ltd-Alias-Ultra-Refrigerators-5-8372,0.3334073942410238,3
Sathe-Sodhi Porro Lite Laptops 7,0.44751874720497353,0.1499999999999999,0.28391230353388724,0.823819095477387,0.15861088545897645,1,7,0.0,7,1,https://www.flipkart.com/Sathe-Sodhi-Porro-Lite-Laptops-7-1456,0.1888330963384287,0
"Sami, Bhagat and Chaudhary Consequatur Lite Decor 14",0.18975456605649935,0.7999999999999998,0.37281009110021024,0.48120603015075375,0.21750609260763606,3,1,0.0,6,1,"https://www.flipkart.com/Sami,-Bhagat-and-Chaudhary-Consequatur-Lite-Decor-14-2744",0.3460960475713408,3
"Gupta, Kalita and Loke Doloremque Lite Dresses 15",0.015799824667670395,0.8999999999999999,0.6041645810391431,0.9401005025125628,0.0351340373679935,2,2,0.6,5,1,"https://www.flipkart.com/Gupta,-Kalita-and-Loke-Doloremque-Lite-Dresses-15-5399",0.5852414116278318,2
Sani Inc Dolores Ultra Decor 14,0.032678472355446186,0.6499999999999999,0.2529782761037141,0.3969849246231156,0.2686839967506092,3,1,0.11428571428571428,2,0,https://www.flipkart.com/Sani-Inc-Dolores-Ultra-Decor-14-8885,0.21950037165110037,5
Chawla-Krish Reprehenderit Ultra Smartwatches 3,0.012352481421430134,0.1499999999999999,0.3849234157573331,0.12140703517587942,0.1133225020308692,1,13,0.6,4,0,https://www.flipkart.com/Chawla-Krish-Reprehenderit-Ultra-Smartwatches-3-4956,0.25608780661215785,2
Tandon-Ramaswamy Numquam Pro T-Shirts 1,0.003987457402571268,0.6000000000000001,0.5897487235959556,0.04321608040201005,0.02843216896831844,2,14,0.5714285714285714,6,0,https://www.flipkart.com/Tandon-Ramaswamy-Numquam-Pro-T-Shirts-1-6994,0.4997535791616844,2
Swaminathan-Nagarajan Aspernatur Lite Shoes 1,0.10198179977504078,0.44999999999999996,0.5109620582640906,0.6591959798994975,0.5928107229894395,2,11,0.2714285714285714,0,1,https://www.flipkart.com/Swaminathan-Nagarajan-Aspernatur-Lite-Shoes-1-6293,0.40199520085318163,3
Deshpande LLC Unde Pro Jeans 12,0.03914060979900061,0.25,0.010311342476724397,0.08010050251256282,0.07453290008123477,2,5,0.6571428571428571,3,1,https://www.flipkart.com/Deshpande-LLC-Unde-Pro-Jeans-12-1018,0.0071260058817826325,5
Raja Group Quos Ultra Decor 12,0.15940458316493247,0.5499999999999998,0.23766142757032735,0.778391959798995,0.5097481722177092,3,1,0.7857142857142857,1,1,https://www.flipkart.com/Raja-Group-Quos-Ultra-Decor-12-5825,0.19657717415893738,3
Arya Group Officiis Lite Lighting 6,0.1745574512907532,0.1499999999999999,0.950445490039043,0.5873366834170854,0.1996344435418359,3,8,0.14285714285714285,6,0,https://www.flipkart.com/Arya-Group-Officiis-Lite-Lighting-6-7036,0.6326208674013508,3
Garg-Dayal Fugit Pro Jeans 12,0.07634749688888304,0.8500000000000001,0.7334067474221644,0.7192964824120603,0.5814378554021121,2,5,0.35714285714285715,4,0,https://www.flipkart.com/Garg-Dayal-Fugit-Pro-Jeans-12-4994,0.6955874511198009,1
Bhattacharyya Group Blanditiis Lite Laptops 1,0.9195941386612606,0.3500000000000001,0.1107217939733707,0.7668341708542713,0.6969943135662063,1,7,0.0,1,1,https://www.flipkart.com/Bhattacharyya-Group-Blanditiis-Lite-Laptops-1-1057,0.08254492130691918,7
Khurana-Ram Placeat Lite Headphones 3,0.10355845772113102,0.6000000000000001,0.004805285814395835,0.49849246231155775,0.3952071486596263,1,4,0.24285714285714285,6,0,https://www.flipkart.com/Khurana-Ram-Placeat-Lite-Headphones-3-5687,0.004072003361018647,3
Karan Group Aliquid Ultra Furniture 12,0.174221265159995,0.5,0.5091600760836921,0.8010050251256281,0.3139723801787165,3,3,0.0,1,0,https://www.flipkart.com/Karan-Group-Aliquid-Ultra-Furniture-12-8981,0.41087241056135476,3
Yadav LLC At Plus T-Shirts 13,0.002400360140346166,0.7000000000000002,0.05776353989388327,0.31306532663316583,0.04610073111291633,2,14,0.7285714285714285,1,0,https://www.flipkart.com/Yadav-LLC-At-Plus-T-Shirts-13-6054,0.051324209029505866,6
Ramanathan-Agarwal Maxime Plus Kitchenware 11,0.101912378322744,0.6000000000000001,0.20172189408349184,0.6915577889447236,0.29589764419171405,3,6,0.22857142857142856,5,1,https://www.flipkart.com/Ramanathan-Agarwal-Maxime-Plus-Kitchenware-11-6508,0.17093930775942862,3
Saraf-Lalla Ratione Plus Kitchenware 7,0.13217900729009568,0.6000000000000001,0.12443688056862548,0.7269346733668341,0.06153533712428919,3,6,0.9714285714285714,2,1,https://www.flipkart.com/Saraf-Lalla-Ratione-Plus-Kitchenware-7-7408,0.10544792036971204,3
"Krish, Suresh and Nath Libero Ultra Washing Machines 5",0.17957310103017582,0.10000000000000009,0.5209730703774152,0.11507537688442213,0.10682372055239642,0,15,0.0,2,1,"https://www.flipkart.com/Krish,-Suresh-and-Nath-Libero-Ultra-Washing-Machines-5-9129",0.3361382218918657,3
"Tiwari, Pillai and Nagarajan Labore Pro Shoes 4",0.10376668192680545,0.050000000000000044,0.3127440184202623,0.9359798994974874,0.11718115353371242,2,11,0.8428571428571429,6,1,"https://www.flipkart.com/Tiwari,-Pillai-and-Nagarajan-Labore-Pro-Shoes-4-9576",0.19536526839672946,3
"Tella, Dayal and Tak Totam Ultra Kitchenware 14",0.17527005507060472,1.0,0.4045449994994494,0.05879396984924624,0.028635255889520712,3,6,0.45714285714285713,3,1,"https://www.flipkart.com/Tella,-Dayal-and-Tak-Totam-Ultra-Kitchenware-14-9224",0.40828701160197783,3
Master-Bose Corporis Pro Laptops 12,0.816664047469016,0.19999999999999996,0.5055561117228953,0.7420100502512563,0.3645410235580828,1,7,0.18571428571428572,5,0,https://www.flipkart.com/Master-Bose-Corporis-Pro-Laptops-12-4166,0.3466292861067123,7
Shroff-Sangha Totam Pro Laptops 14,0.2315896436523377,0.10000000000000009,0.03443788166983682,0.9824120603015075,0.003655564581640942,1,7,0.0,6,1,https://www.flipkart.com/Shroff-Sangha-Totam-Pro-Laptops-14-9491,0.02201224832757005,4
Padmanabhan Inc Totam Ultra Microwaves 14,0.009842187251940769,0.1499999999999999,0.9628591450595656,0.6347738693467336,0.24878147847278634,0,9,0.8857142857142857,6,0,https://www.flipkart.com/Padmanabhan-Inc-Totam-Ultra-Microwaves-14-3813,0.6408860646996088,2
Tara Group Provident Plus T-Shirts 13,0.0072882085595486305,0.3999999999999999,0.7924717188907799,0.06462311557788945,0.06356620633631194,2,14,0.6857142857142857,6,1,https://www.flipkart.com/Tara-Group-Provident-Plus-T-Shirts-13-1811,0.6074960411078434,2
Deol and Sons Ab Plus Furniture 5,0.12562701142534968,0.7000000000000002,0.5503053358694564,0.3992964824120603,0.023354995938261576,3,3,0.0,1,1,https://www.flipkart.com/Deol-and-Sons-Ab-Plus-Furniture-5-3331,0.48857980803412726,3
Bhat Inc Omnis Plus Refrigerators 2,0.039778251258760694,0.3500000000000001,0.5697266993693063,0.15376884422110554,0.10194963444354183,0,10,0.0,7,1,https://www.flipkart.com/Bhat-Inc-Omnis-Plus-Refrigerators-2-7081,0.42520117635652654,1
Subramaniam-Mutti Consectetur Plus Refrigerators 1,0.1649140928599655,0.5499999999999998,0.013715086595254779,0.09427135678391961,0.013606823720552396,0,10,0.0,2,1,https://www.flipkart.com/Subramaniam-Mutti-Consectetur-Plus-Refrigerators-1-5938,0.011323239504896098,3
Chander-Brar Modi Pro Laptops 11,0.39264183196186153,0.7000000000000002,0.9022925217739514,0.877286432160804,0.26015434606011373,1,7,0.0,5,0,https://www.flipkart.com/Chander-Brar-Modi-Pro-Laptops-11-9644,0.8010575897618202,4
Varma-Kant Reiciendis Lite Kitchenware 12,0.0670089263380172,0.8999999999999999,0.5595154670137151,0.07969849246231156,0.06661251015434606,3,6,0.0,5,1,https://www.flipkart.com/Varma-Kant-Reiciendis-Lite-Kitchenware-12-8258,0.5420006140322529,1
"Krishna, Narain and Chakrabarti Fugiat Pro Dresses 14",0.15938948630775282,0.9500000000000002,0.7745520072079287,0.13296482412060304,0.06336311941510966,2,2,0.41428571428571426,0,0,"https://www.flipkart.com/Krishna,-Narain-and-Chakrabarti-Fugiat-Pro-Dresses-14-9882",0.7659042432860421,3
Ganesan LLC Assumenda Pro Dresses 13,0.19789964171464003,0.5,0.3482831114225648,0.5096482412060301,0.4768480909829407,2,2,0.8857142857142857,5,1,https://www.flipkart.com/Ganesan-LLC-Assumenda-Pro-Dresses-13-3412,0.28103690657014513,3
Kanda-Lall Blanditiis Ultra Kitchenware 13,0.19253467639685878,0.75,0.7117829612573832,0.3538693467336683,0.28472786352558893,3,6,0.7,3,0,https://www.flipkart.com/Kanda-Lall-Blanditiis-Ultra-Kitchenware-13-6548,0.6463154025143004,3
"Kaul, Lala and Thaker Quidem Ultra Laptops 15",0.5141009464203706,0.8999999999999999,0.7345079587546302,0.6,0.2370024370430544,1,7,0.5285714285714286,0,0,"https://www.flipkart.com/Kaul,-Lala-and-Thaker-Quidem-Ultra-Laptops-15-2285",0.7114735158194099,0
Pant Ltd Odio Pro Refrigerators 14,0.2806014700323771,0.10000000000000009,0.31164280708779657,0.5191959798994975,0.3379366368805849,0,10,0.39999999999999997,5,1,https://www.flipkart.com/Pant-Ltd-Odio-Pro-Refrigerators-14-4956,0.20098649129043725,4
Natarajan Ltd Repellendus Pro Shoes 13,0.09878773039871844,0.19999999999999996,0.5381920112123336,0.39608040201005024,0.30970755483346873,2,11,0.8428571428571429,5,1,https://www.flipkart.com/Natarajan-Ltd-Repellendus-Pro-Shoes-13-1114,0.36901722522056685,3
"Randhawa, Puri and Agarwal Rem Pro Washing Machines 8",0.04093745701310448,0.5,0.4041445590149164,0.49849246231155775,0.2725426482534525,0,15,0.7571428571428571,0,1,"https://www.flipkart.com/Randhawa,-Puri-and-Agarwal-Rem-Pro-Washing-Machines-8-2294",0.3261198009242801,1
Magar Inc Beatae Lite Furniture 9,0.16898895945955822,0.10000000000000009,0.3681049154069476,0.6071356783919598,0.41551584077985376,3,3,0.9714285714285714,1,1,https://www.flipkart.com/Magar-Inc-Beatae-Lite-Furniture-9-2137,0.23744061661765178,3
Rana and Sons Voluptates Pro Washing Machines 10,0.08801953565440018,0.25,0.15807388126939634,0.11326633165829146,0.06316003249390739,0,15,0.12857142857142856,5,0,https://www.flipkart.com/Rana-and-Sons-Voluptates-Pro-Washing-Machines-10-9588,0.11147109200788545,3
"Kapoor, Kalita and Prasad Natus Lite Headphones 7",0.11652509214101782,0.6499999999999999,0.022324557012713984,0.44110552763819094,0.07859463850528026,1,4,0.5428571428571428,0,0,"https://www.flipkart.com/Kapoor,-Kalita-and-Prasad-Natus-Lite-Headphones-7-4240",0.01939049219532689,3
Biswas Inc In Pro Smartphones 3,0.05016372461308883,0.19999999999999996,0.3322654920412454,0.47055276381909544,0.3103168155970755,1,12,0.5714285714285714,4,0,https://www.flipkart.com/Biswas-Inc-In-Pro-Smartphones-3-4998,0.2277534498917364,1
Keer-Chaudry Ipsum Plus Refrigerators 4,0.2891777697493191,0.6000000000000001,0.6462108319151066,0.5195979899497487,0.39236393176279444,0,10,0.9714285714285714,2,0,https://www.flipkart.com/Keer-Chaudry-Ipsum-Plus-Refrigerators-4-9822,0.5475996186536535,4
Chandra and Sons Quam Pro Smartwatches 15,0.15184700009788868,0.44999999999999996,0.4813294624086495,0.05839195979899498,0.05402112103980503,1,13,0.0,4,0,https://www.flipkart.com/Chandra-and-Sons-Quam-Pro-Smartwatches-15-1926,0.378678133988301,3
Varty-Khurana Sed Plus Laptops 2,0.8082865364220112,0.30000000000000004,0.5359895885474022,0.6522613065326633,0.2638099106417547,1,7,0.5571428571428572,5,0,https://www.flipkart.com/Varty-Khurana-Sed-Plus-Laptops-2-3385,0.3891792974178328,7
More-Dora Laboriosam Ultra Smartwatches 6,0.15961353009249316,0.3999999999999999,0.34898388227049754,0.8348743718592965,0.08854589764419171,1,13,0.08571428571428572,5,0,https://www.flipkart.com/More-Dora-Laboriosam-Ultra-Smartwatches-6-6750,0.2674756810910383,3
"Wason, Barad and Rajagopalan Molestias Pro Refrigerators 11",0.3057438803725037,0.3500000000000001,0.12503754129542496,0.11226130653266332,0.07717303005686434,0,10,0.4857142857142857,0,1,"https://www.flipkart.com/Wason,-Barad-and-Rajagopalan-Molestias-Pro-Refrigerators-11-9247",0.0932319102866561,4
Ramesh PLC Doloribus Ultra Laptops 12,0.18664011654131324,0.75,0.31244368805686257,0.14180904522613066,0.12286758732737611,1,7,0.6142857142857142,1,0,https://www.flipkart.com/Ramesh-PLC-Doloribus-Ultra-Laptops-12-2652,0.28374349610574284,3
"Chaudhry, Divan and Nori Doloribus Lite Lighting 10",0.1498179584022161,0.3500000000000001,0.9701671839022925,0.5192964824120603,0.40922014622258324,3,8,0.5857142857142857,3,1,"https://www.flipkart.com/Chaudhry,-Divan-and-Nori-Doloribus-Lite-Lighting-10-5113",0.7241379310344828,3
Bains Ltd Fuga Ultra Refrigerators 8,0.2913205999908616,0.050000000000000044,0.9271198318149966,0.5061306532663317,0.4829406986190089,0,10,0.8857142857142857,0,1,https://www.flipkart.com/Bains-Ltd-Fuga-Ultra-Refrigerators-8-1496,0.5796343276346831,4
"Kakar, Chaudhary and D’Alia Molestias Lite Headphones 9",0.007767895135945191,0.050000000000000044,0.15426969666633297,0.431356783919598,0.1334281072298944,1,4,0.07142857142857142,3,1,"https://www.flipkart.com/Kakar,-Chaudhary-and-D’Alia-Molestias-Lite-Headphones-9-7805",0.09624551594867982,2
